"County","FIPS.Code","Population","Overall.Social.Vulnerability","Socioeconomic.Social.Vulnerability","Household.Characteristics.Social.Vulnerability","Race.Ethnicity.Social.Vulnerability","Housing.Transport.Social.Vulnerability","Median.Age","Percent.Age.0.to.17","Percent.Age.Over.65","Percent.Asian","Percent.Black","Percent.Hispanic","Percent.White","Percent.Households_Limited_English","Percent.Veteran","NCHS.Rural.Urban.Code","Percent.Households.No.Computer.Device","Percent.Households.Smarphone.Only","Percent.Households.No.Internet","Percent.Commute.Less.than.15min","Percent.Commute.15min.to.29min","Percent.Commute.30min.to.59min","Percent.Commute.60min.or.More","Percent.Housing.Units.No.Vehicle","Alc.Establisments.per.100k","Percent.Days.Good.Air.Quality","Toxic.Sites.Insufficient.Data","Toxic.Sites.Under.Control","Toxic.Sites.Not.Under.Control","GINI.Index","Percent.Unemployed","Median.Household.Income","Median.Household.Income.Asian","Median.Household.Income.Black","Median.Household.Income.Hispanic","Median.Household.Income.White","Percent.in.Poverty","Percent.in.Poverty.Asian","Percent.in.Poverty.Black","Percent.in.Poverty.Hispanic","Percent.in.Poverty.White","Percent.Households.Food.Stamps","Median.Home.Value","Median.Rent","Percent.Less.than.Highschool","Percent.Highschool.Graduate","Percent.with.Associate.Degree","Percent.with.Bachelor.Degree","Percent.with.Graduate.Degree","Percent.Medicaid","Percent.Medicare.Only","Percent.Health.Insurance.Other","Percent.No.Health.Insurance","Obesity.Rate","Diabetes.Rate.Year","Diabetes.Rate.LocationName","Diabetes.Rate.Data_Value","Binge.Drinking.Rate","Smoking.Rate.Year","Smoking.Rate.LocationName","Smoking.Rate.Data_Value","Depression.Rate.Year","Depression.Rate.LocationName","Depression.Rate.Data_Value","Anxiety.Disorders.Rate.Medicare","Bipolar.Disorder.Rate.Medicare","Depressive.Disorders.Rate.Medicare","Personality.Disorders.Rate.Medicare","Opioid.Overuse.Disorder.Rate.Medicare","Birth.Defects.per.10k","Deaths.from.Injury.per.100k","Deaths.from.Transport.Accident.per.100k","Deaths.from.Suicide.per.100k","Deaths.from.Assault.per.100k","Maternal.Deaths.per.100k","Opioid.Overdose.Deaths.per.100k","Drug.Poisoning.Deaths.per.100k","Traffic.Fatalities.per.100k","Traffic.Fatalities.BAC.08.per.100k","Opioid.Dispensing.Rate.per.100","PCPs.per.100k","LCDCs.per.100k","LPCs.per.100k","LCSWs.per.100k","LBSWs.per.100k","LMSWs.per.100k","Dentists.per.1k","Nurse.Practitioners.per.1k","Physician.Assistants.per.1k","Mental.Health.Providers.per.100k","Percent.Clinicians.Accpeting.Medicaid","Dentist.Shortage.Code","Mental.Healthcare.Shortage.Code","Primary.Care.Shortage.Code","Urgent.Care.Orgs.per.1k","Health.Centers.per.1k","Community.Mental.Health.Centers.per.1k","Rural.Health.Clinics.per.1k","Home.Health.Agencies.per.1k","Hospices.per.1k","Nursing.Facilities.per.1k","Nursing.Facility.Beds.per.1k","Skilled.Nursing.Facilities.per.1k","Skilled.Nursing.Facility.Beds.per.1k","Nursing.Home.Occupancy.Rate","Percent.Nursing.Homes.For.Profit","Percent.Nursing.Homes.Chain","Average.Rehospitalization.Rate","Average.Successful.Discharge.Rate","Percent.Hospitals.Private.For.Profit","Percent.Hospitals.Non.Profit","Percent.Hospitals.Government","Syringe.Exchange.Programs.per.1k","Substance.Abuse.Facilities.per.1k","Substance.Abuse.Facilities.Accepting.Medicare.per.1k","Mental.Health.Facilities.per.1k","Mental.Health.Facilities.Accepting.Medicare.per.1k","Median.Distance.to.Urgent.Care","Median.Distance.to.Emergency.Department","Median.Distance.to.Medical.Surgical.ICU","Median.Distance.to.Trauma.Center","Median.Distance.to.Pediatric.ICU","Median.Distance.to.Obstetrics.Department","Median.Distance.to.Health.Clinic","Median.Distance.to.Alcohol.Drug.Incare"
"Bastrop","48021","86839","0.6166","0.4704","0.415","0.6561","0.7549","38","25.49","14.97","0.84","7.83","38.79","65.36","2.48","12.09","2","9.56","10.98","14.51","18.2","21.77","40.86","19.17","3.92","5.757782","","0","0","0","0.42","6","71820","82721","55725","65536","74610","11.27","0.58","24.37","13.64","7.69","8.56","199300","1095","16.85","30.61","31","14.59","6.94","12.09","4.15","7.34","17.53","35.9","2020","Bastrop","13","17.7","2020","Bastrop","18.2","2020","Bastrop","20.2","16","3","16","1","3","632.45","71.07","31.97","17.25","6.9","","5.29","14.49","27.637352","10.364007","13.3","29","37.2","63.9","27.9","9.3","20.9","0.32","0.31","0.14","57.48","96.9","2","1","1","0.01","0.02","0.02","0.06","0.03","0","0.07","6.18","0","0","79.31","100","66.67","0.14","0.41","81.48","18.52","0","0","0","0.0109","0","0","11.08","6.84","24.92","20.99","25.7","11.2","6.63","15.16"
"Baylor","48023","3560","0.0474","0.0909","0.2411","0.0909","0.083","47.2","22.36","24.97","0","3.2","15.25","92.36","0.68","9.48","6","17.46","11.29","20.85","73.42","11.43","12.45","2.69","2.84","","","0","0","0","0.45","3.5","40946","","46071","","42099","14.82","","22.67","31.75","12.36","10.18","69100","481","12.58","37.87","28.57","17.1","3.88","9.68","9.56","5.17","14.7","35.2","2020","Baylor","13.7","16.5","2020","Baylor","17.9","2020","Baylor","21.7","18","2","19","1","4","0","89.45","","","","","","","84.269663","28.089888","33.8","165.6","0","55.2","0","27.6","0","0.28","0","0.57","","100","0","1","2","0","0","0","0.56","0.56","0","0.28","28.09","0","0","54.44","100","100","0","0.4","60","20","20","0","0","0","0.2843","0.2843","49.29","1.03","32.67","28.26","82.01","1.03","1.04","48.91"
"Bee","48025","32609","0.8182","0.9012","0.1581","0.8735","0.8933","35.3","21.27","12.27","0.57","7.3","59.23","80.23","3.45","8.21","5","14.32","15.19","29.64","51.26","23.93","16.47","8.34","6.73","12.266552","","0","0","0","0.47","9.8","45287","","55298","41079","51448","19.37","3.27","43.3","22.25","12.93","15.73","88700","860","20.81","33.59","34.82","5.62","5.17","17.51","5.09","5.91","18.58","40.8","2020","Bee","14","19.4","2020","Bee","19.5","2020","Bee","19.7","18","4","18","1","3","619.47","47.25","19.63","22.09","","","","11.66","15.33319","6.133276","14.1","40.6","14.5","34.8","2.9","14.5","8.7","0.28","0.46","0.22","46.06","98.17","1","1","1","0","0.03","0.03","0.37","0.09","0.03","0.09","5.21","0","0","72.28","100","100","0.15","0.54","55.56","44.44","0","0","0","0","0","0","38.9","2.99","2.99","2.99","50.45","2.99","1.86","48.83"
"Bell","48027","355700","0.664","0.5257","0.5534","0.7036","0.7431","31.3","27.68","10.86","2.82","24.17","25.34","60.91","2.61","21.12","3","6.42","7.71","9.64","35.36","40.79","17.17","6.69","6.25","9.277481","80.05","0","1","0","0.44","7","54987","53882","46377","47994","63896","14.21","10.84","18.98","18.96","9.41","13.66","153500","946","9.06","25.74","39.87","16.68","8.65","13.61","3.25","10.88","13.5","38.4","2020","Bell","11.7","18.7","2020","Bell","17.6","2020","Bell","21.1","18","4","18","2","2","656.04","49.36","16.94","17.67","8.72","","3.94","11.88","13.494518","5.622716","53.8","86","27.4","100.4","57.7","19.8","58.3","0.84","1.09","0.97","224.84","98.92","0","2","2","0","0","0","0.01","0.06","0.01","0.06","4.54","0.01","0.12","81.04","92.31","61.54","0.13","0.43","63.74","35.16","1.1","0","0.0027","0.0108","0.0189","0.0108","17.05","2.91","2.94","2.99","17.64","2.99","11.39","4.16"
"Bexar","48029","1978826","0.7668","0.6798","0.6719","0.8972","0.7391","33.8","25.53","12.1","3.03","7.6","60.5","71.6","6.65","9.57","1","7.08","12","12.18","21.17","42.73","30.37","5.73","6.92","12.987499","54.1","2","1","1","0.47","7.5","58288","75371","47415","50930","74005","15.6","16.97","19.08","18.23","9.04","13.25","171200","1048","15.56","25.12","30.85","17.95","10.52","15.97","4.65","6.89","15.87","39.4","2020","Bexar","13.4","17.2","2020","Bexar","14.5","2020","Bexar","20.6","17","3","16","1","2","672.7","46.53","12.22","12.57","8.2","0.74","6.46","15.62","9.197373","3.689056","44.1","81.9","24.3","93","34.9","8.6","51.2","0.9","0.9","0.51","188.02","96.17","2","1","2","0.02","0.01","0.01","0","0.06","0.01","0.04","2.83","0","0.09","67.39","75","61.36","0.16","0.44","63.46","35.28","1.26","5e-04","0.001","0.0084","0.0069","0.0064","1.87","2.73","2.87","4.69","5.82","3.71","2.65","3.05"
"Blanco","48031","11733","0.0632","0.087","0.1265","0.1779","0.1265","50.5","17.72","25.68","0.84","0.03","19.75","85.24","1.29","10.58","6","6.32","10.23","11.19","29.85","25.63","29.28","15.24","1.97","25.568908","","0","0","0","0.5","3.8","70397","","","72727","70966","11.2","0","100","13.48","11.27","6.65","261300","850","8.39","27.53","35.93","19.33","8.82","7.13","7.03","7.91","14.53","35.4","2020","Blanco","13.8","16.1","2020","Blanco","15.7","2020","Blanco","20.8","14","2","14","1","2","","69.59","","28.85","","","","","34.091878","25.568908","7","34.8","26.1","52.2","17.4","8.7","26.1","0.33","0.49","0.08","8.38","100","0","1","1","0","0","0","0.17","0","0","0.34","15.34","0","0","67.27","100","0","","","80","20","0","0","0","0","0","0","19.51","9.62","22.58","28.5","40.74","9.62","9.59","33.71"
"Borden","48033","653","0.1186","0.0277","0.8893","0.0632","0.1462","37.2","32.62","28.79","0","0","13.02","94.95","0","5.91","6","7.17","5.83","11.66","54.9","8.82","29.41","6.86","3.14","","","0","0","0","0.38","3.3","83281","","","66250","83750","3.68","","","15.29","2.01","4.48","156300","525","6.68","20.97","27.19","36.18","8.99","3.83","7.96","6.28","4.9","30.9","2020","Borden","11.3","16.8","2020","Borden","11.8","2020","Borden","19.2","23","0","16","0","0","","","","","","","","","306.278714","0","","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","0","0","58.69","29.82","35.93","30.65","62.45","30.65","29.82","62.13"
"Bosque","48035","18428","0.249","0.2016","0.5929","0.1423","0.3597","46.8","21.12","24.95","0.61","1.72","18.77","90.64","2.26","8.28","6","12.42","13.22","21.45","34.78","19.48","32.44","13.3","3.36","","","0","0","0","0.41","5.5","57337","","35568","49984","58546","14.47","15.38","12.41","24.61","11.82","10.13","135500","760","11.67","32.96","36.84","12.99","5.54","13.68","7.48","5.82","16.88","35.3","2020","Bosque","14.5","15.6","2020","Bosque","18","2020","Bosque","21.8","16","2","17","1","1","710.66","70.34","31.38","17.32","","","","20.56","32.559149","21.706099","13.9","67.5","28.1","39.4","5.6","22.5","22.5","0.38","0.43","0","21.41","100","0","1","1","0","0","0","0.27","0.05","0.05","0.38","35.27","0","0","60.9","66.67","100","0.13","0.24","23.53","47.06","29.41","0","0","0","0.0538","0.0538","30.18","7.16","25.58","11.07","52.89","7.28","7.28","19.34"
"Bowie","48037","93622","0.498","0.3676","0.2451","0.3953","0.8419","38.3","23.66","16.7","1.21","24.86","7.74","68.12","0.92","9.83","4","18.55","11.94","22.83","49.75","34.07","13.19","3","6.31","3.204375","75.42","0","3","0","0.49","7.4","51796","96392","33926","64375","57457","16.83","2.45","28.53","11.96","13.07","11.53","123200","776","10.51","33.87","33.74","14.23","7.65","16.25","6.01","6.04","13.61","38.1","2020","Bowie","13.4","17.4","2020","Bowie","19.9","2020","Bowie","22.4","20","4","18","2","1","604.73","55.66","17.49","18.77","8.74","","2.77","10.45","17.09","4.2725","104","117.7","21.6","68.1","17.3","15.1","20.5","0.59","1.84","0.32","105.1","97.19","0","2","2","0.01","0.01","0.01","0.01","0.06","0.07","0.2","9.04","0.02","0.36","67.61","100","75","0.24","0.31","69.14","28.4","2.47","0","0","0.0214","0.0107","0.0107","4.95","3.45","3.45","4.17","24.12","3.59","4.05","3.45"
"Brazoria","48039","368062","0.2095","0.1146","0.1225","0.6877","0.4585","36","26.32","11.82","6.65","14.37","31","67.72","3","6.78","2","5.21","9.01","8.05","19.4","27.82","40.61","12.17","2.69","5.433867","89.86","0","1","0","0.42","8.6","83325","98348","90435","73743","86236","7.92","3.69","7.68","11.07","6.47","7.84","213100","1161","11.16","25.03","32.73","19.93","11.16","9.17","4.9","4.07","13.34","39.5","2020","Brazoria","11.7","19","2020","Brazoria","15.8","2020","Brazoria","19","16","3","15","1","2","573.47","37.2","13.79","13.19","5.1","","5.65","11.46","11.139428","3.803707","27.9","57.7","17.6","55.9","17.3","8.2","22.9","0.55","0.6","0.19","71.61","98.49","2","2","2","0","0.01","0","0","0.03","0.01","0.05","2.99","0","0","65.05","100","40","0.2","0.37","71.79","23.08","5.13","0","0","0.0158","0.0105","0.0105","8.85","5.16","4.22","8.45","12.08","5.16","3.85","9.54"
"Brazos","48041","226370","0.4387","0.5375","0.0198","0.5968","0.7075","26.8","20.6","9.19","6.05","10.77","25.86","75.17","5.02","4.68","4","4.64","7.6","8.8","40.36","47.43","9.14","3.07","5.45","15.461413","86.8","0","0","0","0.51","5.3","50289","49107","35710","41670","59400","23.9","29.64","31.55","25.27","21.09","9.06","217700","966","11.72","20.52","26.35","22.33","19.08","9.79","2.28","4.38","12.07","33.2","2020","Brazos","9.3","19","2020","Brazos","15.3","2020","Brazos","21.5","18","3","19","1","1","497.96","25.54","10.43","9.37","3","","2.47","5.83","7.951584","2.650528","39.7","97.6","19.6","66.7","10.5","11.8","20.9","0.55","0.52","0.31","98.16","97.86","2","1","2","0.01","0","0","0","0.03","0.02","0.04","2.62","0","0.13","74.28","75","100","0.2","0.51","64","34","2","0","0.0043","0.0086","0.0043","0.0043","2.64","2.41","4.81","2.63","62.71","4.81","3.36","2.25"
"Brewster","48043","9231","0.5771","0.6324","0.2016","0.664","0.6126","43.8","19.23","22.68","4.25","0.21","45.15","88.91","6.87","7.18","6","12.67","17.75","21.2","71.34","13.83","11.21","3.61","6.43","54.165313","92.5","0","0","0","0.47","6.7","45296","39600","","42198","47321","15.61","24.49","37.5","14.92","14.84","11.6","171700","698","15.07","18.34","25.84","27.21","13.55","5.47","6.81","5.53","18.15","35.7","2020","Brewster","14.6","15.8","2020","Brewster","14.4","2020","Brewster","19.5","12","2","11","0","1","","77.85","23.79","38.92","","","","30.27","21.666125","10.833063","20.2","131.4","10.9","142.3","10.9","10.9","10.9","0.32","0.87","0.22","130.39","91.43","1","2","2","0","0","0","0.32","0.22","0.11","0.43","11.81","0","0","","","","","","33.33","58.33","8.33","0","0","0","0.1083","0.1083","145.25","0.88","2.13","2.13","148.47","0.88","0.58","105.63"
"Briscoe","48045","1348","0.3004","0.7075","0.3794","0.4941","0.0514","46.9","16.69","25.45","0","1.19","36.13","89.76","0.85","7.03","6","19.73","18.03","25.85","47.44","25.46","14.1","13","5.61","","","0","0","0","0.44","4.8","37875","","2499","34583","49722","16.8","","87.5","24.44","10.87","6.29","72500","596","14.55","35.89","32.06","13.18","4.33","14.69","3.86","2.45","21.74","38.6","2020","Briscoe","17.2","14.6","2020","Briscoe","19.8","2020","Briscoe","21.7","9","2","10","0","0","","172.16","","","","","","","","","0.2","0","0","0","0","0","0","0","0.67","0","","0","1","1","1","0","0.74","0","1.48","0","0","0","0","0","0","","","","","","50","50","0","0","0","0","0","0","62.4","24.89","32.74","24.89","64.85","24.89","4.54","54.25"
"Brooks","48047","7100","0.9328","0.8735","0.9328","0.9684","0.7905","34.4","23.41","17.85","0","1.23","91.75","80.56","10.79","5.19","6","26.91","32.97","35.8","71.73","10.63","16.26","1.38","9.74","","","0","0","0","0.52","10.7","25058","","","24023","30164","40.22","","100","39.99","44.08","31.31","64200","386","32.94","26.17","24.51","12.65","3.74","29.03","4.69","6.92","25.56","44.5","2020","Brooks","21.5","14.2","2020","Brooks","18.5","2020","Brooks","19.7","26","3","20","0","2","","47.73","","","","","","","56.338028","28.169014","18.3","13.9","0","0","0","0","0","0.14","0.29","0","14.1","100","1","1","1","0","0","0","0.42","0.28","0","0.14","13.8","0","0","","","","0.27","0.17","25","50","25","0","0","0","0","0","56.08","1.58","1.58","27.05","60.03","27.05","1.45","57.32"
"Brown","48049","37805","0.3874","0.2885","0.3676","0.2688","0.7075","41.2","21.76","19.84","0.64","3.6","22.53","87.96","1.92","9.82","5","12.55","15.4","17.75","55.45","31.93","9.46","3.15","6.11","","","0","0","0","0.46","6.5","49180","","41389","40837","51050","12.68","0.89","24.91","16.24","11.34","11.32","109500","778","12.97","35.14","31.78","14.96","5.14","15.25","5.76","6.65","14.75","38.3","2020","Brown","13.4","17.2","2020","Brown","18.2","2020","Brown","22","21","5","19","2","1","358.06","56.39","19.5","18.45","","","","13.7","18.516069","7.935458","59.7","77.1","74.5","131","18","54","38.5","0.43","0.72","0.35","182.23","96.9","0","1","2","0.05","0","0.05","0.11","0.13","0.08","0.29","24.63","0.03","0.48","63.52","100","100","0.14","0.37","63.64","27.27","9.09","0","0","0.0266","0","0","2.79","3.57","3.57","26.89","68.31","3.57","1.98","55.08"
"Burleson","48051","18237","0.1858","0.0949","0.2055","0.3794","0.4822","43.8","21.94","21.29","0.04","13.49","20.87","78.87","3.42","7.49","4","17.18","14.04","21.97","26.51","26.95","39.7","6.83","4.54","21.933432","","0","0","0","0.44","6.3","60058","","30750","52813","71776","11.37","0","24.07","12.9","8.41","9.21","126500","800","15.87","36.91","25.94","15.52","5.76","12.22","7.39","6.66","13.75","36.1","2020","Burleson","13.9","16.2","2020","Burleson","17.9","2020","Burleson","21.5","15","3","14","1","1","518.87","69.14","36.22","14.27","","","","10.97","32.900148","16.450074","16.9","22.6","5.6","0","0","0","0","0.05","0.16","0.22","5.42","100","2","1","1","0","0","0","0.16","0.05","0","0.16","18.53","0","0","100","100","100","0.16","0.2","42.86","28.57","28.57","0","0","0","0","0","20.88","8.36","7.67","8.36","58.37","19.25","5.36","22.77"
"Burnet","48053","47548","0.253","0.2411","0.4071","0.2292","0.4032","44.8","21.01","22.74","0.61","1.42","22.35","88.69","1.34","11.29","6","5.98","7.99","13.3","35.84","24.47","27.17","12.53","3.64","","","1","0","0","0.43","4.7","59919","","50492","47979","62810","7.51","0.71","7.48","9.1","6.58","5.98","203300","939","11.59","30.4","31.26","17.27","9.49","9.59","6.58","8.18","17.12","34.5","2020","Burnet","13.3","16.7","2020","Burnet","17.2","2020","Burnet","22","16","2","15","1","3","518.02","69.63","28.94","17.2","","","4.61","15.52","18.928241","8.412552","13.9","93.4","39.4","53.9","20.7","8.3","14.5","0.46","0.48","0.26","64.38","98.14","0","0","0","0.02","0.02","0","0.17","0","0.02","0.08","5.51","0","0","100","100","100","0.1","0.6","94.74","0","5.26","0","0","0.0604","0.0201","0.0201","8.36","7.17","7.17","13.55","37.68","10.3","3.3","33.44"
"Caldwell","48055","42817","0.834","0.6957","0.5217","0.7866","0.9644","35.8","23.84","13.98","1.04","5.34","53.06","78.37","6.77","7.05","2","10.68","23.28","20.2","23.16","22.56","33.3","20.97","4.65","","","0","0","0","0.44","6.3","59846","31494","50718","58709","61949","15.84","0","36.91","19.92","8.82","8.78","147200","946","20.28","37.78","27.14","10.64","4.16","14.78","4.7","4.14","21.47","39.3","2020","Caldwell","14.1","17.3","2020","Caldwell","18.6","2020","Caldwell","21.5","15","3","16","1","3","697.25","56.91","27.05","13.53","6.06","","","10.26","30.361772","14.013126","6.5","33.9","27.1","42.9","29.4","6.8","20.3","0.3","0.25","0.27","77.87","96.92","0","2","1","0","0.02","0","0.12","0.02","0","0.16","11.82","0.02","0.14","79.84","100","100","0.14","0.37","57.14","28.57","14.29","0","0","0.0227","0.0455","0.0455","15.37","5.55","13.7","10.49","30.24","6.65","5.06","21.18"
"Calhoun","48057","21470","0.5652","0.2964","0.6206","0.751","0.6957","37.7","24.26","17.79","5.67","2.11","49.14","78.25","6.78","7.17","5","10.6","12.32","18.09","44.3","38.15","15.79","1.76","3.63","","","0","1","0","0.41","5.8","57170","104583","","48172","63318","10.08","9.11","23.43","12.99","5.75","15.16","117400","825","19.09","30.92","32.48","11.14","6.37","13.28","4.41","4.95","15.62","38.5","2020","Calhoun","14.5","16.7","2020","Calhoun","16.4","2020","Calhoun","20","20","4","17","1","2","452.83","42.77","17.66","13.02","","","","","18.630647","9.315324","29.8","70.1","0","43.8","8.8","4.4","4.4","0.48","0.67","0.1","18.79","98.28","2","1","2","0","0","0","0.23","0.09","0.05","0.05","5.59","0","0","83.33","0","100","0.16","0.36","44.44","22.22","33.33","0","0","0","0","0","30.1","5.73","5.72","5.73","74.32","5.72","2.46","32.23"
"Callahan","48059","13959","0.0672","0.1542","0.2174","0.0237","0.0711","43.9","21.94","20.5","0.42","0.82","9.82","93.24","0.84","10.66","4","13.59","10.85","20.31","27.06","38.55","27.1","7.29","3.16","","","0","0","0","0.42","5.4","51955","","35396","43077","52321","9.27","0","15.24","16.23","8.67","8.79","1e+05","760","11.4","34.81","31.35","16.93","5.51","10.53","5.52","8.54","18.03","37.3","2020","Callahan","12.8","17.2","2020","Callahan","18.5","2020","Callahan","22.7","16","2","17","1","1","548.78","83.08","32.95","25.78","","","","","42.983022","7.163837","6.7","14.9","22.3","29.7","14.9","22.3","14.9","0.28","0.43","0.21","14.34","90","2","1","0","0","0","0","0.29","0","0","0.21","11.89","0","0","51.35","100","100","0.07","0","100","0","0","0","0","0","0","0","12.98","14.64","14.64","14.64","14.64","14.64","4.18","14.39"
"Cameron","48061","422135","0.9684","0.9684","0.9051","0.9644","0.8775","31.7","30.42","13.51","0.68","0.54","89.83","84.9","15.78","4.28","3","15.55","17.63","24.78","31.7","46.38","19.48","2.44","7.07","9.475642","64.75","0","0","0","0.48","10.2","41200","89886","50337","39019","57232","26.68","6.96","23.99","28.09","14.23","23.62","89700","746","31.44","26.11","24.29","12.57","5.58","26.48","5.85","2.92","28.64","41.8","2020","Cameron","17.7","16.1","2020","Cameron","16.3","2020","Cameron","19.4","18","3","19","2","1","570.43","26.03","10.96","7.98","2.5","","1.65","5.15","5.448494","2.605801","22.3","59.4","13.8","49.5","12.2","18","19.4","0.32","0.59","0.31","60.97","97.04","2","1","2","0","0.02","0.02","0.01","0.08","0.01","0.03","2.37","0","0","91.95","83.33","50","0.2","0.43","58.87","40.43","0.71","0","0","0.0165","0.0118","0.0071","9.36","3.39","3.62","3.7","15.88","3.7","2.2","15.14"
"Camp","48063","12938","0.6482","0.7589","0.7233","0.5889","0.2688","38.1","26.26","18.43","0.4","16.97","25.44","75.12","3.36","8.38","6","13.97","15.27","23.39","28.87","46.58","14.78","9.77","5.7","","","0","0","0","0.46","7.4","49539","","26250","59750","55084","20.05","0","19.96","32.11","16.1","17.17","109400","715","12.28","33.39","32.45","14.41","7.47","17.91","6.67","7.27","17.6","38","2020","Camp","14.8","16","2020","Camp","18.8","2020","Camp","21.6","17","4","15","1","2","451.98","67.79","33.89","16.95","","","","","38.645849","15.45834","38.1","90.1","22.5","37.5","0","15","22.5","0.38","0.23","0.15","45.82","95.74","0","1","2","0","0","0","0.15","0.08","0","0.15","12.68","0","0","","","","0.1","0.2","83.33","16.67","0","0","0","0","0","0","11.52","3.65","12.34","4.9","12.34","12.34","2.75","32.03"
"Carson","48065","5957","0","0.0079","0.0237","0.0356","0.0079","42.4","23.3","20.33","0.3","1.09","10.22","92.11","0","8.95","3","8.06","11.66","16.9","39.64","27.72","28.8","3.84","1.89","","","0","1","0","0.38","4.2","74246","","","72659","76166","8.55","41.18","17.19","21.89","7.05","3.56","108700","844","5.83","29.85","36.41","19.22","8.69","7.02","6.11","1.74","7.95","34.7","2020","Carson","11.7","17.9","2020","Carson","16.3","2020","Carson","21.8","13","1","16","1","1","","87.03","40.17","","","","","","151.08276","100.72184","2.7","0","0","34.5","0","34.5","0","0.17","1.71","0","","100","1","1","1","0","0","0","0.34","0.17","0","0.34","18.13","0","0","","","","","","0","100","0","0","0","0","0","0","34.9","17.57","17.57","17.57","37.53","17.57","8.31","37.38"
"Cass","48067","30002","0.5375","0.5613","0.498","0.1621","0.7273","44","22.39","22.33","0.57","17.28","4.7","77.91","0.28","10.89","6","18","18.8","23.67","35.28","25.83","32.44","6.45","7.99","","","0","0","0","0.45","7.9","47539","","29076","","51368","17.53","31.58","28.43","32.89","14.49","15.14","91100","665","13.09","42.67","25.93","12.72","5.59","15.89","7.13","5.14","13.58","36.7","2020","Cass","15.6","15.5","2020","Cass","21","2020","Cass","22.4","18","3","19","1","1","535.12","70.47","27.92","25.93","","","","15.29","43.330445","9.999333","44.5","29.7","9.9","36.3","13.2","13.2","9.9","0.3","0.5","0.03","26.64","97.73","0","1","1","0","0","0","0.17","0.1","0.03","0.27","18.73","0","0","45.48","100","50","0.24","0.31","73.91","13.04","13.04","0","0","0","0","0","24.65","4.64","4.64","4.64","6.42","13.43","4.48","23.4"
"Castro","48069","7561","0.7945","0.6047","0.8696","0.8577","0.751","35.7","28.96","16.03","0.66","1.02","64.81","83.88","10.52","8.29","6","15.1","29.41","22.49","68.99","14.09","11.07","5.85","7.63","","","0","0","0","0.44","3.6","49900","50000","","44515","64394","11.84","6","9.52","13.28","8.7","13.38","83300","729","24.58","34.31","24.66","12.37","4.07","22.58","5.92","3.39","22.88","37.3","2020","Castro","15","16.5","2020","Castro","16.4","2020","Castro","19.9","12","1","10","0","1","588.24","60.36","31.49","","","","","","13.225764","0","9.7","56.3","14.1","28.2","0","28.2","0","0","0.54","0","13.28","100","1","1","1","0","0","0","0.66","0","0","0.4","31.74","0","0","","","","0.33","0","30","40","30","0","0","0","0","0","48.45","5.96","19.22","5.96","50.09","5.96","3.63","38.1"
"Chambers","48071","42571","0.1344","0.2411","0.087","0.3557","0.1779","35.2","28.22","11.76","0.87","7.7","23.18","83.98","4.05","7.13","2","5.31","10.48","12.14","18.23","33.86","37.92","9.99","2.59","","","0","0","0","0.44","9.5","95989","141741","62730","60789","102178","14.38","0","14.89","31.28","8.89","6.88","224400","990","10.25","26.56","40.7","14.89","7.59","10.29","4.33","3.19","11.23","36.4","2020","Chambers","10.9","19.3","2020","Chambers","17.6","2020","Chambers","22.2","17","4","16","1","3","767.82","51.12","19.23","16.88","5.16","","6.57","14.54","18.792135","4.698034","8.2","14.2","21.3","30.7","4.7","2.4","4.7","0.04","0.37","0.18","25.09","92.31","1","1","1","0","0","0","0.14","0.02","0.02","0.05","5.12","0.02","0.47","81.67","100","100","0.22","0.11","58.33","25","16.67","0","0","0","0","0","14.43","6.26","6.26","21.18","25.58","12.92","9.07","22.55"
"Cherokee","48073","52341","0.8696","0.8498","0.7194","0.4664","0.9249","37.9","25.31","17.41","0.55","13.93","23.44","77.86","4.78","6.78","5","10.38","15.92","19.23","37.67","31.55","22.93","7.85","5.46","","","0","0","0","0.44","7.9","50199","46464","31203","45156","57159","14.61","4.22","22.53","19.65","10.72","14.79","111600","789","19.13","31.52","31.92","11.53","5.91","16.9","5.04","5.85","20.81","41.3","2020","Cherokee","14.6","16.5","2020","Cherokee","20.6","2020","Cherokee","22.7","19","4","21","2","1","694.26","64.5","32.06","18.32","4.58","","","11.45","22.926578","11.463289","28.5","67.1","19.2","65.2","17.2","67.1","7.7","0.32","0.66","0.08","93.07","99.68","2","1","2","0","0.02","0.02","0.17","0.11","0","0.21","15.97","0.02","0.34","60.29","100","25","0.24","0.38","79.41","20.59","0","0","0","0.0189","0.0189","0.0189","22.67","3.18","3.43","7.84","41.15","8.82","1.6","25.65"
