"County","State","FIPS.Code","Population","Economic.Region","Overall.Social.Vulnerability","Socioeconomic.Social.Vulnerability","Household.Characteristics.Social.Vulnerability","Race.Ethnicity.Social.Vulnerability","Housing.Transport.Social.Vulnerability","Median.Age","Percent.Age.0.to.17","Percent.Age.Over.65","Percent.Asian","Percent.Black","Percent.Hispanic","Percent.White","Percent.Households_Limited_English","Percent.Veteran","NCHS.Rural.Urban.Code","Percent.Households.No.Computer.Device","Percent.Households.Smartphone.Only","Percent.Households.No.Internet","Percent.Commute.Less.than.15min","Percent.Commute.15min.to.29min","Percent.Commute.30min.to.59min","Percent.Commute.60min.or.More","Percent.Housing.Units.No.Vehicle","GINI.Index","Percent.Unemployed","Median.Household.Income","Median.Household.Income.Asian","Median.Household.Income.Black","Median.Household.Income.Hispanic","Median.Household.Income.White","Percent.in.Poverty","Percent.in.Poverty.Asian","Percent.in.Poverty.Black","Percent.in.Poverty.Hispanic","Percent.in.Poverty.White","Percent.Households.Food.Stamps","Median.Home.Value","Median.Rent","Percent.Less.than.Highschool","Percent.Highschool.Graduate","Percent.with.Associate.Degree","Percent.with.Bachelor.Degree","Percent.with.Graduate.Degree","Percent.Medicaid","Percent.Medicare.Only","Percent.Health.Insurance.Other","Percent.No.Health.Insurance","Obesity.Rate","Diabetes.Rate","Binge.Drinking.Rate","Smoking.Rate","Depression.Rate","Anxiety.Disorders.Rate.Medicare","Bipolar.Disorder.Rate.Medicare","Depressive.Disorders.Rate.Medicare","Personality.Disorders.Rate.Medicare","Opioid.Overuse.Disorder.Rate.Medicare","Birth.Defects.per.10k","Deaths.from.Injury.per.100k","Deaths.from.Transport.Accident.per.100k","Deaths.from.Suicide.per.100k","Deaths.from.Assault.per.100k","Accidental.Deaths.by.Benzodiazepines.per.100k","Accidental.Deaths.by.Cannabis.per.100k","Accidental.Deaths.by.Cocaine.per.100k","Accidental.Deaths.by.Heroin.per.100k","Accidental.Deaths.by.Methadone.per.100k","Accidental.Deaths.by.Opioids.per.100k","Accidental.Deaths.by.Other.Narcotics.per.100k","Accidental.Deaths.by.Other.Opioids.per.100k","Accidental.Deaths.by.Psychostimulants.per.100k","Accidental.Deaths.by.Pyschotropics.per.100k","Accidental.Deaths.by.Synthetics.per.100k","Maternal.Deaths.per.100k","Opioid.Overdose.Deaths.per.100k","Drug.Poisoning.Deaths.per.100k","Opioid.Dispensing.Rate.per.100","HPSA.Primary.Care.Score","HPSA.Primary.Care.FTE.Short","HPSA.Mental.FTE.Short","HPSA.Mental.Score","PCPs.per.100k","Nurse.Practitioners.per.100k","Physician.Assistants.per.100k","Dentists.per.100k","LCDCs.per.100k","LPCs.per.100k","LCSWs.per.100k","Psychiatrists.per.100k","Mental.Health.Providers.per.100k","Urgent.Care.Orgs.per.100k","Health.Centers.per.100k","Community.Mental.Health.Centers.per.100k","Rural.Health.Clinics.per.100k","Home.Health.Agencies.per.100k","Hospices.per.100k","Nursing.Facilities.per.100k","Nursing.Facility.Beds.per.100k","Skilled.Nursing.Facilities.per.100k","Skilled.Nursing.Facility.Beds.per.100k","Mental.Health.Facilities.per.1k","Mental.Health.Facilities.Accepting.Medicare.per.1k","Percent.Clinicians.Accepting.Medicaid","Percent.Nursing.Homes.For.Profit","Percent.Nursing.Homes.Chain","Percent.Hospitals.Private.For.Profit","Percent.Hospitals.Non.Profit","Percent.Hospitals.Government","Nursing.Home.Occupancy.Rate","Median.Distance.to.Urgent.Care","Median.Distance.to.Emergency.Department","Median.Distance.to.Medical.Surgical.ICU","Median.Distance.to.Trauma.Center","Median.Distance.to.Pediatric.ICU","Median.Distance.to.Obstetrics.Department","Median.Distance.to.Health.Clinic","Median.Distance.to.Alcohol.Drug.Incare"
"Medina","Texas","48325","50869","Alamo","0.4229","0.1265","0.4783","0.7431","0.7273","38.4","23.03","16.73","0.73","2.25","52.31","42.52","4.2","10.96","2","13.7","10.64","18.49","28.04","22.67","35.84","13.45","4.93","0.44","3.3","62701","100888","","59643","65323","10.52","1.19","9.06","14.66","6.28","10.5","151600","869","15.63","31.76","32.32","12.58","7.71","10.99","5.62","8.23","13.35","39.7","13.6","17.6","15.5","20.1","18","3","16","1","2","591.13","47.2","20.06","15.34","4.33","","","","","","","","","0","0","","","","5.11","15","","","2.38","18","38.7","8","11","21.3","21.3","44.6","5.8","-","34.89","0","4","6","16","12","0","10","853","0","0","0","0","98.65","100","100","45.16","45.16","9.68","54.22","22.3","16.34","25.57","21.61","26.96","16.8","4.55","25.33"
"Menard","Texas","48327","2108","West Texas","0.6759","0.6245","0.7154","0.4585","0.6601","54.2","17.93","33.87","0","0.09","34.39","60.82","7.92","17.34","6","22.42","25.6","26.86","51.89","17.6","14.63","15.89","7.92","0.46","4.51","43826","","","37434","53151","13.93","","","20.97","10.14","5.02","87300","691","16.53","29.64","27.13","15.15","11.56","11.85","8.13","7.35","30.82","35","16.5","13.7","14.5","19.6","11","1","10","0","1","","","","","","","","","","0","","0","","","","","","","","1.6","15","0.49","","","45.8","0","0","-","-","45.8","45.8","-","","0","0","0","95","47","0","47","1898","0","0","0","0","100","0","0","0","25","75","80","55.17","1.18","27.84","22.5","54.47","27.84","1.35","54.06"
"Midland","Texas","48329","171238","West Texas","0.4585","0.2609","0.4387","0.7115","0.5731","31.8","28.61","10.24","2.08","6.54","45.39","44.45","4.79","5.75","4","6.48","12.05","11.17","38.58","42.41","15.16","3.85","3.47","0.47","3.42","83217","128988","48366","69192","101495","9.78","4.07","12.49","14.72","4.64","5.68","233200","1244","15.88","26.09","30.58","19.84","7.6","9.46","4.07","3.37","16.76","36","10.3","19.9","15.8","20","15","2","17","1","1","718.84","46.67","21.06","15.79","4.8","","","","","","8.17575538139899","0","","","","","","3.98","7.95","21.3","10","4.61","3.91","13","50.8","69","48","39.8","20.4","49.3","8","4","89.35","1","0","1","0","7","1","7","447","1","8","2.81","2.25","95.98","80","40","63.24","30.88","5.88","80.93","2.43","2.1","2.36","3.09","104.91","3.09","21.18","3.62"
"Milam","Texas","48331","24797","Central Texas","0.5929","0.6561","0.664","0.4229","0.4348","41.8","24.16","20.78","0.61","10.16","26.77","61.85","4.96","7.01","6","12.59","18.13","24.51","35.53","20.1","31.02","13.35","3.27","0.48","6.54","48253","105250","39702","30950","60272","15.67","20.41","17.78","23.47","11.62","12.91","111900","697","16.43","39.29","29.16","10.43","4.69","16.06","7.78","5.3","15.67","36.9","15","15.8","19.5","21.5","17","3","16","1","2","454.55","72.24","39.33","16.86","","0","","0","0","","0","","0","","","","","","","24.1","11","1.92","1.21","16","36.5","65","4","24.4","12.2","16.2","4.1","-","32.23","0","4","4","16","4","0","24","1746","4","40","4.05","0","100","100","66.67","50","37.5","12.5","77.07","29.04","4.34","13.84","4.34","31.28","11.92","4.42","28.7"
"Mills","Texas","48333","4877","Central Texas","0.2806","0.5455","0.8063","0.1818","0.0395","52.5","17.92","29.38","0.12","0.47","22.82","75.07","1.37","8.62","6","14.67","10.56","22.03","58.87","18.35","18.09","4.69","1.6","0.47","2.33","50198","","","49010","50232","11.56","50","100","14.62","10.78","10.62","141700","649","17.17","33.52","28.22","15.38","5.72","8.29","5.76","6.4","20.58","36.3","15","15.3","17.7","21.8","16","5","15","1","1","","85.85","","","","","","","","","0","0","0","0","0","","","","","7.6","16","1.14","0.24","12","61.9","41","21","61.9","20.6","123.8","20.6","-","102.61","0","21","0","62","0","0","103","7710","0","0","20.66","20.66","100","0","0","72.73","27.27","0","100","21.56","3.72","27.48","31.24","77.34","27.48","3.53","46.63"
"Mitchell","Texas","48335","8256","Northwest","0.3478","0.1344","0.1107","0.6759","0.83","34.2","20.59","15.76","0.68","10.04","40.32","47.94","8.06","4.09","6","14.63","19.39","25.42","57.35","14.99","21.13","6.53","2.36","0.49","3.22","44939","","41771","43372","69643","11.72","","17.81","9.47","12.78","9.92","67900","650","15.22","45.13","27.5","9.2","2.95","16.74","8.24","4.34","17.25","37.4","12.6","19.4","19","20.1","15","1","16","1","1","727.27","59.41","30.89","","","0","","","","","","","","","","0","","","","52.7","","","0.32","15","50.3","37","0","-","-","20.1","-","-","","0","0","0","48","0","12","36","2556","0","0","12.19","12.19","100","0","0","37.5","25","37.5","55.21","63.91","1.48","27.4","1.48","66.13","1.48","1.18","65.09"
"Montague","Texas","48337","19640","Northwest","0.2292","0.3913","0.5534","0.0316","0.1581","44.4","22.49","22.24","0","0.76","11.21","85.45","0.93","12.49","6","9.86","13.31","22.17","38.06","21.43","28.45","12.06","3.92","0.43","6.23","57511","","","60602","56645","14.01","","20.9","17.59","13.89","11.11","120100","873","13.32","35.71","33.53","12.24","5.2","12.4","7.61","4.78","15.2","35","13.6","16.8","19.5","23","18","3","16","0","2","379.15","82.38","30.51","25.42","","0","","","","","","0","0","","","","","11.19","27.46","39","11","1.02","0.96","16","41.9","20","5","20.9","10.5","15.7","5.2","-","25.23","0","0","0","20","5","5","31","2831","0","0","5.01","5.01","95.24","50","100","53.33","26.67","20","61.23","39.86","3.32","7.59","14.88","63.77","22.2","3.28","43.85"
"Montgomery","Texas","48339","590188","Gulf Coast","0.1779","0.1581","0.17","0.3676","0.3399","37.2","26.31","13.14","3","5.18","24.56","64.92","3.33","6.89","2","3.5","8.46","6.16","17.99","30.84","35.6","15.57","3.38","0.47","4.64","83274","121058","66534","60673","91409","8.91","2.66","15.74","17.03","5.73","6.33","248100","1231","10.81","23.33","30.95","23.42","11.49","9.52","5.66","3.86","14.66","32.8","10.6","17.8","15.8","21.3","18","3","16","1","2","658.36","39.81","14.19","16.46","3.96","6.43862633601497","0","3.04987563284919","4.06650084379893","","11.3523148556053","","4.4053759141155","8.13300168759785","9.65793950402245","5.42200112506523","0.41","9.21","16.09","37.5","","","","","93.4","66","27","51.7","17.6","86.5","23","6.6","86.6","1","0","0","0","2","1","2","168","0","2","0.8","0.48","97.08","66.67","83.33","57.73","37.11","5.15","39.2","5.34","4.79","4.79","8.16","12.32","4.79","8.96","5.1"
"Moore","Texas","48341","21169","High Plains","0.7589","0.5889","0.6166","0.8498","0.8814","30.8","31.89","11.07","6.31","3.85","56.84","31.8","16.88","4.69","5","5.87","25.81","10.45","46.51","34.98","13.32","5.2","7.69","0.39","3.73","53967","82321","26813","51330","58929","10.72","14.04","7.52","11.24","8.81","7.63","113100","818","34.63","27.06","24.08","9.36","4.87","9.53","4.01","3.44","19.59","37.7","13.1","18","18.4","20.6","15","1","18","1","2","491.8","61.51","29.82","14.91","","0","","0","0","","0","","0","","","0","","","","33.5","","","1.06","17","60.4","24","10","18.6","4.6","37.2","-","-","14.33","0","0","0","9","9","5","14","860","0","0","4.84","4.84","95","0","0","33.33","22.22","44.44","72.34","46.01","0.7","0.7","0.7","46.39","0.7","0.62","45.97"
"Morris","Texas","48343","12357","Upper East","0.4032","0.3755","0.6403","0.3834","0.336","43.2","23.09","21.52","0.12","23.51","10.19","64.07","0.29","12.23","6","11.91","23.35","18.14","25.72","40.57","27.69","6.02","6.32","0.41","7.4","43995","","25963","46851","50752","17.76","0","36.6","24.7","10.55","17.56","92100","692","8.95","43.14","33.79","10.19","3.93","18.15","8.32","4.83","12.46","40.2","15.8","15.2","20.6","22.1","17","4","16","1","2","653.59","64.33","32.16","","","","","0","","","","","0","","","0","","","","12.8","11","0.44","0.61","17","16.2","24","16","32.4","24.3","32.4","-","-","32.29","0","0","0","24","0","0","24","2282","0","0","0","0","100","100","100","80","0","20","42.45","16.78","5.63","17.32","13.97","17.32","17.32","1.31","29.93"
"Motley","Texas","48345","1362","High Plains","0.1146","0.1462","0.7787","0.1146","0.0316","46.4","21.07","30.4","0","0.73","15.2","78.63","0","11.81","6","12.5","9.88","25","62.39","7.78","21.16","8.68","4.03","0.46","4.6","45417","","","63036","39750","7.27","","0","9.66","5.7","11.69","60000","629","11.27","36.79","35.19","13.76","2.99","19.53","8.08","5.21","18.94","34.5","14.7","15.3","16.4","20.9","17","0","14","0","1","","","","","","","","","","","","","","","","","","","","","9","0.36","","","-","0","84","-","-","-","-","-","","0","73","0","73","0","0","147","3818","0","0","0","0","0","","","66.67","33.33","0","","66.11","29.04","52.57","35.15","66.78","30.97","1.2","64.93"
"Nacogdoches","Texas","48347","65080","Southeast","0.9289","0.9209","0.7075","0.4901","0.996","31","23.15","14.73","1.39","18.11","19.63","59.23","2.86","6.73","5","9.47","11.93","14.35","44.25","34.68","15.36","5.71","6.6","0.51","7.66","44507","","23234","37474","53057","24.87","14.47","42.21","31.57","17.05","18.13","137300","768","16.3","28.84","30.42","15.23","9.21","17.21","5.7","4.6","17.78","38","13","17.7","18.8","23.3","18","3","16","1","1","353.98","59.62","24.77","18.35","5.2","0","","0","","0","","0","0","","","","","3.06","9.17","54.1","","","","","88.7","80","28","43.6","15.6","107.4","32.7","3.1","104.29","0","3","0","3","8","3","17","947","0","0","1.54","1.54","94.49","100","60","71.43","19.05","9.52","66.29","22.44","2.9","2.9","2.9","3.94","2.9","2.17","4.33"
"Navarro","Texas","48349","49475","Metroplex","0.8854","0.7866","0.917","0.581","0.834","38.2","26.49","17.03","0.64","11.83","27.9","55.44","5.33","7.59","5","11.87","16.79","18.94","35.38","30.81","19.91","13.9","4.33","0.46","4.93","47574","","26392","41415","56291","15.49","2.88","29.28","17.53","11.33","14.68","109700","806","20.01","30.09","32.91","10.99","6","15.71","7.99","4.57","17.58","38.6","14.8","16.4","20","22.6","19","6","20","2","2","544.41","57.35","21.41","21","5.65","0","","","0","","","","0","0","","0","","","14.14","23.7","11","2.38","2.4","16","45.9","43","12","33.4","18.8","58.4","10.4","-","63.86","0","0","0","4","12","6","24","1488","0","0","1.97","1.97","100","100","100","67.5","27.5","5","75.71","29.84","2.87","2.87","2.87","51.7","2.87","14.54","15.15"
"Newton","Texas","48351","13788","Southeast","0.747","0.8854","0.3043","0.2411","0.8735","44.4","19.89","20.77","0.6","21.16","3.8","73.22","0","8.65","3","13.41","35.34","21.12","19.52","20.82","36.3","23.36","7.26","0.47","11.01","40690","","19940","3997","48382","25.77","30.12","40.92","43.86","20.58","15.71","80700","681","18.7","43.03","29.48","7.12","1.68","15.57","8.72","5.38","21.16","40.1","16.9","15.8","24.9","23.4","19","3","19","1","7","","77.14","33.47","24.74","","","","","","","","","0","","","","","","16.01","7.1","19","3.03","0.69","17","22.1","7","7","-","14.7","14.7","7.4","-","14.71","0","7","0","15","7","0","15","1204","0","0","0","0","100","100","0","71.43","14.29","14.29","89.29","44.28","6.44","19.35","19.35","50.2","19.97","4.94","16.35"
"Nolan","Texas","48353","14901","Northwest","0.8617","0.7352","0.917","0.6126","0.7708","37.1","25.86","18.23","0.17","5.55","38.36","54.52","5.28","7.1","5","12.42","19.72","22.53","62.88","18.41","13.98","4.74","7.16","0.5","7.93","43692","","28175","38516","46706","15.61","0","23.6","17.85","12.88","14.18","80300","739","17.38","34.55","33.01","10.73","4.34","16.03","8.01","5.47","17.07","39.3","15.4","16.5","19.5","22.1","18","2","17","1","1","421.05","58.06","13.5","16.2","","0","","0","0","","0","","0","","","0","","","16.2","25","","","0.73","18","63.6","61","13","25.4","19.1","44.5","-","-","61.17","0","0","0","13","0","0","20","1597","0","0","6.74","6.74","97.83","100","100","80","0","20","72.13","37.27","1.99","1.99","1.99","38.96","1.99","1.99","38.73"
"Nueces","Texas","48355","362151","South Texas","0.7431","0.747","0.3083","0.8814","0.7826","35.7","24.57","14.48","2.09","3.73","64.14","28.99","4.04","9.21","3","9.13","14.66","13.73","30.24","51.36","15.26","3.14","6.94","0.46","5.81","56784","87713","41188","51141","69883","16.19","16.03","27.04","18.04","10.87","16.53","148100","1048","16.19","29.25","32.88","13.95","7.73","17.45","5.97","5.12","17.7","39.8","14.7","17.2","17","22.7","19","4","18","1","3","856.57","45.24","13.75","14.8","8.51","","","2.76127913494647","3.31353496193577","","7.73158157785012","","","6.90319783736618","6.90319783736618","","","7.68","19.94","70","","","7.07","11","93.3","104","23","37.1","30.5","83.9","17.5","5.3","121.17","2","0","2","2","14","2","6","488","1","5","1.65","1.38","96.51","72.73","81.82","51.81","46.11","2.07","72.89","2.89","1.89","1.89","4.52","4.67","2.41","15.63","1.96"
"Ochiltree","Texas","48357","9907","High Plains","0.7787","0.7826","0.8182","0.747","0.4901","31.9","31.34","10.1","0.23","1.2","54.81","42.44","8.99","5.17","6","8.4","6.25","14.72","66.18","16.59","9.06","8.17","2.6","0.39","3.81","53431","","","46500","61000","14.84","0","0","17.19","8.84","11.94","104300","820","25.7","33.18","24.43","12.26","4.43","15.11","4.44","4.51","23.59","38.9","13.8","17.5","19.6","22.1","10","3","10","0","1","476.19","64.31","32.15","20.1","","","","","","","0","","","","","0","","","","21","","","0.5","17","51.9","52","0","17.3","-","34.6","-","-","30.5","0","0","0","10","10","10","20","606","0","0","10.42","10.42","91.3","100","100","50","12.5","37.5","43.33","42.87","1.61","1.61","1.61","102.91","1.61","1.61","72.85"
"Oldham","Texas","48359","2110","High Plains","0.0158","0.0158","0.0079","0.1739","0.3004","32.5","36.54","12.75","0.95","4.12","18.1","75.78","0.62","4.18","3","5.57","10.53","10.22","39.79","16.67","34.27","9.27","2.94","0.43","0.44","64250","","","53750","65250","12.31","0","25","15.73","11.78","3.41","103800","808","8.35","30.9","33.95","21.03","5.78","4.62","5.05","5.35","11.17","34.8","11.5","18.5","17.5","22","11","0","11","0","2","","","","","","","","","","","","","","","","","","","","","11","0.48","0.08","10","-","0","0","-","45.1","180.4","90.2","-","47.35","0","0","0","0","0","0","0","0","0","0","0","0","100","","","0","0","0","","28.05","27.74","28.02","28.14","28.14","28.14","31.45","28.09"
"Orange","Texas","48361","83776","Southeast","0.2253","0.1779","0.4308","0.0949","0.4941","38.3","24.92","15.65","1.19","8.69","8.1","80.09","0.59","7.18","3","8.6","12.66","11.83","26.29","38.7","30.18","4.83","5.24","0.43","4.47","63488","77440","35326","51863","68397","12.37","2.41","26.11","13.49","10.39","13.69","116100","826","11.61","36.82","35.58","12.44","3.55","13.65","6.96","5.2","16.18","36.2","12.3","18.3","19.8","23.4","20","3","16","1","6","476.19","60.73","28.34","17.86","6.91","","","","","0","17.9048892284186","0","","17.9048892284186","17.9048892284186","","","10","23.1","52.4","12","10.65","4.14","18","23","47","2","32.2","17.3","26.5","4.6","-","22.78","0","1","0","2","14","1","10","777","0","0","1.21","1.21","100","100","100","60.61","39.39","0","65.84","17.97","7.25","7.25","7.27","16.52","13.52","3.14","13.65"
"Palo Pinto","Texas","48363","28792","Metroplex","0.4466","0.4862","0.5889","0.2016","0.3953","40.8","23.26","19.38","0.85","2.38","19.94","74.43","2.87","9.71","5","8.86","12.38","14.63","41.31","21.62","26.55","10.52","4.3","0.44","5.84","55986","80920","49697","49063","57031","13.78","9.8","19.44","20.39","11.98","9.45","115700","832","12.3","35.36","34.26","12.01","6.07","15.92","7.75","7.41","16.96","36.4","13.5","16.9","19.3","22.9","19","4","21","1","2","666.67","59.02","27.78","22.92","","","","","","0","0","0","0","","","0","","","19.44","25.6","","","1.41","17","54","51","3","25.2","18","25.2","18","-","20.56","0","0","3","21","3","7","14","1184","0","0","3.41","3.41","98.17","50","100","44.44","38.89","16.67","72.64","20.04","3.46","3.46","3.46","45.42","3.46","3.29","19.27"
"Panola","Texas","48365","23186","Upper East","0.3439","0.253","0.2648","0.2411","0.6759","39.6","23.25","19.09","0.54","16.16","8.86","73.16","0.65","8.46","6","15.39","14.22","19.03","36.4","27.99","26.52","9.09","4.63","0.46","2.88","51297","","25208","52331","55143","14.13","52.38","19.69","25.79","11.56","14.4","117000","729","15.96","31.17","37.31","11.56","4","18.2","8.77","4.97","16.32","37.7","14.2","17","20.5","22.7","15","3","15","1","2","340.91","79.13","42.15","17.2","","0","","0","","0","","","","0","0","0","","","15.48","21.2","8","0.61","1.14","17","16.2","22","9","-","-","20.2","-","-","12.93","0","4","0","13","4","0","22","1768","0","0","4.31","4.31","96.43","0","100","63.64","9.09","27.27","82.42","35.71","8.29","31.34","8.29","31.7","22.52","6.1","24.47"
"Parker","Texas","48367","138447","Metroplex","0.0553","0.1067","0.0435","0.0751","0.2016","39.8","24.7","15.55","0.53","1.44","12.76","82.84","2.24","9.42","2","4.2","9.28","9.46","20.14","29.62","37.1","13.15","2.56","0.43","4.75","84189","114464","","63802","86582","8.24","14.92","25.11","14.51","6.91","5.75","236300","1049","10.99","28.1","34.21","17.29","9.41","7.68","6.12","5.82","14.15","33.3","11","18.6","17.6","23","19","4","20","1","2","493.99","49.11","21.67","19.93","2.31","0","","","","","7.22298063518892","0","","","","","","5.78","11.41","27.4","10","13.16","6.08","14","46.5","34","17","36.5","21.5","84.4","20.7","2.1","55.29","1","0","0","3","1","1","7","347","0","0","2.7","2.02","95.35","75","75","66.67","29.63","3.7","74.44","7.6","6.65","6.65","6.65","22.84","9.28","4.83","8.82"
"Parmer","Texas","48369","9639","High Plains","0.4625","0.3953","0.4901","0.83","0.3043","34.6","28.66","14.21","0.63","0.88","63.84","33.4","10.74","4.76","6","11.7","17.96","19.11","51.31","32.16","14.38","2.15","2.33","0.42","1.44","58558","","","53402","71932","13.24","63.93","0","16.02","5.36","8.87","110000","740","25.85","30.27","28.78","11.16","3.93","16.24","4.84","4.15","16.26","39.1","14.9","17","17.4","20.5","14","1","15","0","1","","69.95","32.92","","","","","","","","","","","","","","","","","19.8","14","0.83","0.48","14","33.3","116","21","11.1","-","11.1","-","-","","0","0","0","41","0","0","21","1463","0","0","0","0","100","","","60","0","40","","25.48","8.97","20.34","8.97","68.08","20.34","2.65","59.77"
"Pecos","Texas","48371","15725","West Texas","0.8498","0.4862","0.4545","0.9051","1","35.8","24.66","12.66","0.72","3.54","69.03","24.85","8.24","5.86","6","17.42","14.77","27.67","66.13","12.47","11.1","10.3","9.59","0.47","1.09","53879","","","45458","80617","16.42","0","0","19.82","8.22","11.83","106000","806","27.52","35.85","25.08","7.42","4.14","13.89","4.63","6.34","19.06","39.6","14.8","18","18.6","19.5","11","2","11","0","1","505.62","62.17","29.18","25.37","","","","","","","0","0","","0","0","","","","","18.8","14","1.05","0.67","19","48","64","19","12","12","6","-","-","25.28","0","0","0","25","32","0","13","1196","0","0","6.36","6.36","88.24","","","15.38","46.15","38.46","","88.51","1.21","51.68","1.21","134.43","1.21","1.15","52.02"
"Polk","Texas","48373","50155","Southeast","0.7866","0.8182","0.747","0.2688","0.8379","43.9","20.19","18.71","0.78","9.53","15.35","71.09","1.33","11.44","6","11.3","13.35","19.1","34.2","31.36","18.09","16.35","4.47","0.45","9.12","50351","148750","33588","48295","52166","16.75","0","23.16","16.29","16.55","15.29","125500","789","18.1","37.4","30.19","10.45","3.86","16.21","8.65","6.37","17.77","39","15.1","17","24.2","24.1","14","3","15","1","1","391.75","86.3","30.22","24.26","11.53","","","","0","0","","","","","","","","5.57","15.91","27.2","","","","","54.1","47","11","24.1","14","40.1","6","-","42.84","0","0","0","10","4","4","10","688","0","0","1.89","1.89","100","100","100","76.47","23.53","0","77.37","26.09","9.01","9.01","9.01","45.37","9.01","3.04","30.52"
"Potter","Texas","48375","118323","High Plains","0.9209","0.9012","0.7628","0.7273","0.9407","34.1","27.38","12.57","5.14","10.21","38.82","43.56","6.86","7.15","3","9.22","22.21","17.45","33.99","50.59","10.33","5.1","8.44","0.48","3.45","43652","51054","31553","40981","51033","20.05","21.17","33.57","24.06","13","15.6","97000","825","22.81","32.5","29.32","10.64","4.74","17.36","4.97","4.3","22.09","39.5","14.5","17","21.7","22.2","15","2","18","1","2","619.16","75.71","24.4","24.56","10.6","0","0","","","0","10.1417306863416","","","12.677163357927","12.677163357927","","","8.75","18.84","102.8","","","","","119.7","215","35","42.3","14.7","105.9","36.6","13","215.48","3","1","2","0","16","3","13","763","2","129","3.45","2.59","96.18","77.78","66.67","54.12","43.53","2.35","60.23","2.58","4.5","4.33","4.93","4.93","4.93","2.53","4.77"
